company,news_date,news_text,,
LPP,2022-04-28 19:30:15,"Koncern odzieżowy LPP, do którego należą marki Reserved, Sinsay, House, Cropp i Mohito, podjął kierunkową decyzję o sprzedaży swoich rosyjskich spółek RE Ttrading OOO i LLC Re Development.",1,
LPP,2022-04-28 14:28:57,Grupa LPP podjęła kierunkową decyzję o sprzedaży należących do niej zarejestrowanych w Rosji spółek RE Ttrading OOO oraz LLC Re Development - podało LPP w komunikacie.,1,
LPP,2022-04-28 09:43:46,"Teoretycznie, część portfela TFI Allianz Polska ulokowana na warszawskiej giełdzie była w I kwartale 2022 w stanie względnej równowagi, a liczba transakcji zakupu i sprzedaży nie różniła...",2,
LPP,2022-04-29 10:20:36,"Wraz z publikacją raportów za 2021 r. przez CCC oraz LPP, znamy już komplet ubiegłorocznych wyników dla wszystkich spółek wchodzących w skład WIG20. To dobra okazja do podsumowania. Tym...",2,
LPP,2022-04-24 09:52:00,"Trwa sezon wyników finansowych spółek WIG20 i publikacji wyników finansowych. Równie ciekawe, co kondycja samych firm, są raporty dotyczące wynagrodzeń prezesów. Najlepiej płaci się w Allegro, CCC i LPP.",2,
LPP,2022-04-22 14:04:30,"Ponownie w dwóch ratach, ale w nieco niższym wymiarze niż rok temu, dywidendę zamierza wypłacić LPP. Z zysku za 2021 r. do akcjonariuszy spółki ma trafić 350 zł na akcję. &gt;&gt;&gt;...",3,
LPP,2022-04-22 06:05:13,"Raporty roczne spółek z WIG20 pokazały, jak kształtowały się pensje
zarządów i rad nadzorczych. Bezsprzecznie najwięcej zarobił
odchodzący ze stanowiska prezes Allegro. Wysokie premie wypłaciły też CCC i LPP.",2,
LPP,2022-04-21 12:58:04,"Grupa odzieżowa LPP wyszła na prostą po pandemii i zanotowała rekordowe wyniki sprzedaży. W rok niemal podwoiła przychody, które przekroczyły 14 mld zł. Świętowanie psuje wojna, przez którą około 700 sklepów w Rosji i w Ukrainie zostało zamkniętych. Firma musiała spisać na straty w sumie około 600 mln zł. A to nie koniec odpisów związanych z salonami w Rosji.",3,
LPP,2022-04-21 10:58:23,Grupa LPP musi się pozbyć nadmiaru kolekcji wiosennej w związku z zamknięciem rynków wschodnich. Pierwsze półrocze może być więc dość trudne - poinformował wiceprezes LPP Przemysław Lutkiewicz.,1,
LPP,2022-04-21 10:50:47,LPP widziało wpływ wojny na Ukrainie na sprzedaż przez około dwa tygodnie. Druga połowa marca i kwiecień były znacząco lepsze. Spółka liczy na całkiem udany pierwszy kwartał 2022/23 roku - poinformował wiceprezes LPP Przemysław Lutkiewicz.,1,
LPP,2022-04-21 10:17:04,LPP w następnych kwartałach może robić kolejne odpisy na działalność w Rosji - poinformował wiceprezes LPP Przemysław Lutkiewicz.,1,
LPP,2022-04-21 09:56:11,Grupa LPP musi się pozbyć nadmiaru kolekcji wiosennej w związku z zamknięciem rynków wschodnich. Pierwsze półrocze może być więc dość trudne - poinformował wiceprezes LPP Przemysław Lutkiewicz.,1,
LPP,2022-04-21 09:53:50,"LPP spodziewa się w I półroczu znaczącego spadku marż, o kilka punktów procentowych - poinformował wiceprezes LPP Przemysław Lutkiewicz.",1,
LPP,2022-04-21 09:38:08,LPP widziało wpływ wojny na Ukrainie na sprzedaż przez około dwa tygodnie. Druga połowa marca i kwiecień były znacząco lepsze - poinformował wiceprezes LPP Przemysław Lutkiewicz.,1,
LPP,2022-04-21 09:26:45,LPP w następnych kwartałach może robić kolejne odpisy na działalność w Rosji - poinformował wiceprezes LPP Przemysław Lutkiewicz.,1,
LPP,2022-04-20 22:00:41,"W zeszłym roku finansowym, od lutego ub.r. do stycznia br., holding odzieżowy LPP (należą do niego marki Reserved, House, Cropp, Mohito i Sinsay) zanotował wzrost przychodów o ok. 80 proc. do 14,03 mld zł i wyniku netto ze 190,1 mln zł straty do 953,5 mln zł zysku. Wpływy z marki Sinsay zwiększyły się o 164 proc., zbliżając do tych generowanych przez Reserved.",3,
LPP,2022-04-20 19:17:17,"Grupa LPP w roku obrotowym 2021/22 miała 953,5 mln zł zysku netto wobec 190,1 mln zł straty przed rokiem - podała spółka w raporcie rocznym.",3,
LPP,2022-04-20 19:06:20,"Grupa LPP zakłada na 2022/23 r. wydatki inwestycyjne w wysokości 1 mld zł, z czego ok. 630 mln zł chce przeznaczyć na rozwój sieci stacjonarnej - poinformowała spółka w raporcie rocznym.",3,
LPP,2022-04-20 19:00:44,Grupa LPP spodziewa się w 2022/23 roku wzrostu przychodów o ok. 13 proc. rdr do ok. 16 mld zł oraz spadku marży handlowej i operacyjnej - poinformowała spółka w raporcie rocznym.,3,
LPP,2022-04-20 18:51:26,Grupa LPP upatruje swojej szansy na rozwój na Zachodzie wraz z inwazją Rosji na Ukrainę i zamknięciem dwóch kluczowych rynków wschodnich - poinformowała spółka w prezentacji wynikowej.,3,
LPP,2022-04-20 18:28:01,"Grupa LPP w roku obrotowym 2021/22 miała 953,5 mln zł zysku netto wobec 190,1 mln zł straty przed rokiem - podała spółka w raporcie rocznym.",3,
LPP,2022-04-20 18:24:13,"Grupa LPP zakłada na 2022/23 r. wydatki inwestycyjne w wysokości 1 mld zł, z czego ok. 630 mln zł chce przeznaczyć na rozwój sieci stacjonarnej - poinformowała spółka w raporcie rocznym.",3,
LPP,2022-04-20 18:52:31,"Szanowni Akcjonariusze,

Rok 2021, pomimo że wciąż naznaczony ogólnoświatową pandemią, przeszedł do historii LPP jako najlepszy pod względem wyników finansowych Spółki. Nie zabrakło...",3,
LPP,2022-04-20 18:21:42,Grupa LPP w 2022/23 roku spodziewa się spadku marży handlowej i operacyjnej - poinformowała spółka w raporcie rocznym.,1,
LPP,2022-04-20 18:10:47,"Grupa LPP w roku obrotowym 2021/22 miała 953,5 mln zł zysku netto wobec 190,1 mln zł straty przed rokiem - podała spółka w raporcie rocznym.",3,
LPP,2022-04-19 19:39:56,"Zarząd LPP rekomenduje walnemu zgromadzeniu wypłatę dywidendy w dwóch równych transzach po 175 zł na akcję, łącznie w wysokości 350 zł na akcję - podała spółka w komunikacie.",3,
LPP,2022-04-19 08:29:35,"Analitycy DM BOŚ, w raporcie z 11 kwietnia, podwyższyli cenę docelową akcji LPP do 14.380 zł z 13.020,2 zł poprzednio, utrzymując rekomendację ""kupuj"".",3,
LPP,2022-04-13 13:58:22,97 składników portfela na koniec I kwartału 2022 roku i 94 decyzje dotyczące kupna lub sprzedaży posiadanych spółek - zarządzający z UNIQA TFI nie stronią od aktywnego podejścia do...,3,
LPP,2022-04-12 05:30:37,"Grupa LPP - właściciel marek odzieżowych Reserved, House, Cropp, Mohito i Sinsay - chce w 2023 r. zadebiutować na trzech rynkach, otwierając sklepy własne marki Sinsay we Włoszech i Grecji oraz sklepy franczyzowe Reserved na Cyprze - podała spółka w komunikacie prasowym. LPP chce w tym roku obrotowym otworzyć ponad 500 nowych sklepów o łącznej powierzchni handlowej ok. 500 tys. m kw.",3,
LPP,2022-04-11 10:36:08,"Grupa LPP chce w 2023 r. zadebiutować na trzech nowych rynkach, otwierając sklepy własne marki Sinsay we Włoszech i Grecji oraz sklepy franczyzowe Reserved na Cyprze - podała spółka w komunikacie prasowym. LPP chce w tym roku obrotowym otworzyć ponad 500 nowych sklepów o łącznej powierzchni handlowej ok. 500 tys. m kw.",3,
LPP,2022-04-11 10:24:20,"Grupa LPP chce w 2023 r. zadebiutować na trzech rynkach, otwierając sklepy własne marki Sinsay we Włoszech i Grecji oraz sklepy franczyzowe Reserved na Cyprze - podała spółka w komunikacie prasowym. LPP chce w tym roku obrotowym otworzyć ponad 500 nowych sklepów o łącznej powierzchni handlowej ok. 500 tys. m kw.",3,
LPP,2022-04-11 10:03:20,"Sytuacja finansowa polskiej spółki odzieżowej pozostaje stabilna. Szacowane przychody LPP za rok obrotowy 2022/23, z wyłączeniem rynku ukraińskiego i rosyjskiego, wynieść mogą ponad 16 mld...",3,
LPP,2022-04-05 13:26:22,"Opinie internautów o firmach, które pozostały na rosyjskim rynku po wybuchu wojny w Ukrainie, spadają na łeb i na szyję. Prym wiedzie tu sieć Leroy Merlin. Dzięki decyzji o wycofaniu się z Rosji wizerunek udało się poprawić koncernowi odzieżowemu LPP oraz Decathlonowi.",1,
LPP,2022-04-04 13:03:32,"W połowie poniedziałkowych notowań wzrosty z pierwszych godzin sesji utrzymały tylko indeksy małych i średnich spółek, WIG i WIG20 przeszły na minusy. W WIG20 najsłabiej zachowują się akcje Allegro oraz JSW, a najmocniejsze są LPP oraz Pepco.",2,
LPP,2022-03-31 17:21:52,"Czwartkowa sesja na warszawskiej giełdzie przyniosła wyraźne spadki, a analitycy wskazują, że w przypadku WIG20 kluczowe dla koniunktury będzie przełamanie newralgicznego poziomu 2.200 pkt., od którego mocno się właśnie oddalił. Spośród największych spółek najmocniej potaniały akcje LPP.",1,
LPP,2022-03-29 19:30:16,"Grupa LPP, właściciel marek odzieżowych Reserved, House, Cropp, Mohito i Sinsay, poinformowała, że zakończyła operacyjne czynności konieczne do zamknięcia salonów w Rosji i we wtorek został zamknięty ostatni z nich.",2,
LPP,2022-03-29 17:09:24,Grupa LPP zakończyła operacyjne czynności konieczne do zamknięcia salonów w Rosji i we wtorek został zamknięty ostatni z nich - podała spółka w komunikacie prasowym.,2,
LPP,2022-03-29 17:05:06,"W Rosji nie ma już śladu po Grupie LPP. Spółka zakończyła czynności operacyjne związane z porzuceniem rosyjskiego rynku i we wtorek zamknęła swój ostatni sklep. Jak podaje spółka, transport towarów do Rosji został już wcześniej całkowicie wstrzymany. Firma zamknęła też sprzedaż internetową w tym kraju.",1,
LPP,2022-03-29 07:30:39,"Odzieżowa spółka LPP, właściciel takich marek, jak Reserved, Cropp, Mohito, Sinsay mierzy się z falą krytyki po tym, jak okazało się, że wbrew wcześniejszym zapowiedziom jej sklepy nadal są otwarte w Rosji. - LPP deklarowało wyjście z rynku rosyjskiego i nie wywiązało się z tej obietnicy. Obawiam się, że w tej sytuacji bojkot konsumencki może być jeszcze bardziej dotkliwy, niż w przypadku Leroy Merlin - uważa Marek Gonsior, niezależny konsultant i doradca marki.",1,
LPP,2022-03-25 07:55:07,"Czwartek na krajowym rynku przyniósł umiarkowane wzrosty. WIG i WIG20 zyskały po 0,9%, mWIG40 wzrósł 1,3%, a sWIG80 +0,5%. Krajowe blue chipy największe wzrosty zanotowały w ostatniej godzinie handlu. Najmocniejszymi walorami były Asseco (+7,1%) po opublikowaniu raportu za 4Q’21, LPP (+5,7%) i Dino (+3,6%)...",3,
LPP,2022-03-23 11:05:34,LPP przywróciło działalność około 25 proc. salonów stacjonarnych w Ukrainie - poinformował w wywiadzie z dlahandlu. pl wiceprezes zarządu LPP Przemysław Lutkiewicz.,3,
LPP,2022-03-23 10:50:49,LPP przywróciło działalność około 25 proc. salonów stacjonarnych w Ukrainie - poinformował w wywiadzie z dlahandlu. pl wiceprezes zarządu LPP Przemysław Lutkiewicz.,3,
LPP,2022-03-22 12:45:52,Zachowanie warszawskiej giełdy w lutym zdominowała „wojenna” wyprzedaż i nie inaczej było w przypadku akcyjnej części portfela Santander TFI. Czerwona fala rozlała się po niemal...,1,
LPP,2022-03-10 08:00:10,"Środowe notowania przyniosły solidną zwyżkę indeksów w Europie i na Wall Street. WIG20 przy obrotach sięgających 1,4 mld PLN zyskał 3,4% i zatrzymał się na poziomie 1973,3 pkt. Do najmocniejszych blue chipów należały takie spółki jak: LPP (+15,8%), Allegro (+11,2%) oraz PKO BP i Pekao (+10,8%)...",3,
LPP,2022-03-09 18:07:21,Właściwy zapłon sektora bankowego wraz z wyraźnym odbiciem LPP i Allegro poprowadziły indeks największych spółek do wzrostów. Pomogła konferencja prezesa Glapińskiego i jego jastrzębie nastawienie do przyszłych stóp procentowych.,3,
LPP,2022-03-09 17:54:15,"Analitycy DM BOŚ, w raporcie z 24 lutego, obniżyli cenę docelową akcji LPP do 13.020,2 zł z 22.030 zł poprzednio, utrzymując rekomendację ""kupuj"".",1,
LPP,2022-03-04 17:52:15,"Zarząd LPP, uwzględniając ograniczenia nałożone na Rosję przez UE, podjął decyzję o zawieszeniu działalności operacyjnej w Rosji - podała spółka w komunikacie. LPP zatrzyma rozwój swoich marek w Rosji oraz dostarczanie towarów handlowych do Rosji.",1,
LPP,2022-03-04 17:26:44,"Zarząd LPP podjął decyzję o zawieszeniu działalności operacyjnej w Rosji.

""(...) zarząd LPP SA, uwzględniając ograniczenia nałożone na Rosję przez UE, podjął decyzję o zawieszeniu...",1,
LPP,2022-03-02 09:00:38,"Koncern odzieżowy LPP (należą do niego marki Reserved, House, Cropp, Sinsay i Mohito) zdecydował się dokonać odpisu w kwocie ok. 250 mln zł na potencjalnie nierentowne sklepy w Rosji. Firma wstępnie szacuje, że po uwzględnieniu odpisów w zeszłym roku finansowym (od lutego ub.r. do stycznia br.) zanotowała 960 mln zł zysku netto, 1,48 mld zł EBIT i 14,2 mld zł przychód.",1,
LPP,2022-03-02 08:29:14,"LPP szacuje, że po uwzględnieniu odpisów miało 960 mln zł zysku netto, 1,48 mld zł EBIT i 14,2 mld zł przychód w roku 2021/22 - podała spółka w komunikacie.",2,
LPP,2022-03-02 08:29:11,"LPP prognozuje w 2022 roku z wyłączeniem Ukrainy i Rosji wzrost sprzedaży o 13 proc. do ponad 16 mld zł, z czego sprzedaż online powinna przekroczyć 5 mld zł - podała spółka w komunikacie.",3,
LPP,2022-03-02 07:57:53,"Wtorkowe notowania przyniosły ponowne pogorszenie nastrojów wśród europejskich inwestorów. WIG20 przy obrotach sięgających 1,7 mld PLN stracił 1,6% i zatrzymał się na poziomie 1967 pkt. Do najsłabszych polskich blue chipów należały banki, Pekao stracił 9,4%, PKO BP (-6,5%), Santander PL (-5,1%). Z drugiej strony do najmocniejszych podmiotów należały takie spółki jak JSW (+9,7%), LPP (+5,9%) czy CCC (+4,2%). Również mWIG40 jak i sWIG80 zakończyły wtorkową sesję pod kreską tracąc odpowiednio 2,9%/0,8%...",1,
LPP,2022-03-02 06:59:26,,,
LPP,2022-03-02 06:53:58,,,
LPP,2022-03-02 06:48:49,,,
LPP,2022-02-28 17:29:13,"LPP poinformowała, że ze względu na brak możliwości określenia dalszych działań na rynku ukraińskim, zamierza zrobić pełen odpis wartości wszystkich aktywów, jakie znajdują się na...",1,
LPP,2022-02-28 17:17:57,"LPP zamierza dokonać pełnego odpisu wartości aktywów w Ukrainie, łącznie ok. 270 mln zł. Spółka zawiesza na czas nieokreślony działalność na rynku ukraińskim - poinformowało LPP.",1,
LPP,2022-02-28 15:09:54,"Grupa odzieżowa LPP na czas nieograniczony zawiesiła działalność na Ukrainie. Koszty inwestycji w sklepy, zapasy i straty w gotówce wyceniła w sumie na 270 mln zł. Zarząd zapewnia, że pracownicy zostali otoczeni opieką, a z magazynów zlokalizowanych na Ukrainie rozdawana jest odzież osobom potrzebującym.",1,
LPP,2022-02-28 11:30:06,"Firma odzieżowa LPP (należą do niej marki Reserved, House, Cropp, Sinsay i Mohito) poinformowała, że zamierza dokonać pełnego odpisu wartości aktywów w Ukrainie, łącznie ok. 270 mln zł. Spółka zawiesza na czas nieokreślony działalność na rynku ukraińskim.",1,
LPP,2022-02-28 11:07:58,"LPP zamierza dokonać pełnego odpisu wartości aktywów w Ukrainie, łącznie ok. 270 mln zł. Spółka zawiesza na czas nieokreślony działalność na rynku ukraińskim - poinformowało LPP.",1,
LPP,2022-02-28 10:30:09,"Po ogłoszeniu w weekend kolejnych sankcji gospodarczych na Rosję, w poniedziałek rano dużo więcej od głównych indeksów taniały akcje koncernu odzieżowego LPP (ma ok. 650 sklepów w Rosji i Ukrainie) oraz handlującej sprzętem IT firmy Asbis.",1,
LPP,2022-02-28 09:10:07,"Oczekiwany wzrost presji inflacyjnej po inwazji Rosji na Ukrainę będzie dodatkowym czynnikiem pogarszającym nastroje konsumenckie w Polsce - uważa Grzegorz Kujawski, szef działu analiz Trigon DM. Jego zdaniem, nałożone sankcje będą wymagały zmian w strategii LPP, a słaby rubel potężnie odbije się na skali biznesu Asbisu.",1,
LPP,2022-02-26 21:54:43,Tegoroczne plany rozwojowe LPP na Ukrainie na ten moment zostały anulowane - przekazało w czwartek biuro prasowe firmy będącej właścicielem m.in. marek Reserved i Sinsay. W reakcji na rosyjską agresję na Ukrainie notowania producenta odzieży na GPW spadły w czwartek o ponad 20-proc.,1,
LPP,2022-02-25 05:30:39,"Polska firma odzieżowa LPP, właściciel marek Reserved czy Cropp oraz firma obuwnicza CCC zamknęły w czwartek swoje sklepy w Ukrainie. Zatrzymano też transporty z Polski. Działalność na ukraińskim rynku wstrzymała też w swoim ukraińskim biurze agencja Partner of Promotion.",1,
LPP,2022-02-24 14:20:53,Pierwsze firmy zdecydowały już o zamknięciu swoich oddziałów w Ukrainie.,1,
LPP,2022-02-24 12:46:43,LPP przeniosła administrację z biura w Kijowie do Lwowa. Sklepy na Ukrainie są zamknięte - poinformowała PAP Biznes rzeczniczka prasowa LPP Monika Wszeborowska.,1,
LPP,2022-02-24 11:05:47,"LPP przeniosła administrację z biura w Kijowie do Lwowa, sklepy na Ukrainie zamknięte - poinformowała PAP Biznes rzeczniczka prasowa LPP Monika Wszeborowska.",2,
LPP,2022-02-24 10:42:39,"LPP przeniosła administrację z biura w Kijowie do Lwowa, sklepy na Ukrainie zamknięte - poinformowała PAP Biznes rzeczniczka prasowa LPP Monika Wszeborowska.",2,
LPP,2022-02-24 10:00:45,"Po rozpoczęciu ataku militarnego Rosji na Ukrainę kurs giełdowy grupy LPP, mającej ok. 650 sklepów na Ukrainie i w Rosji, malał o ponad 20 proc., a Grupy Pracuj, do której należy m.in. ukraiński serwis Rabota.ua spadał - o ponad 16 proc.",1,
LPP,2022-02-23 17:47:59,Wyjątkowa słabość GPW na tle otoczenia. Po jednodniowym odbiciu indeksy znów zaczęły mocno tracić. Ciężarem dla indeksu największych spółek były LPP oraz Allegro,1,
LPP,2022-02-23 16:47:49,Kurs odzieżowego giganta w drugiej część sesji spadał w dwucyfrowym tempie przy obrotach przekraczających 30 mln zł. Kapitalizacja spółki spadła o kilka miliardów złotych.,1,
LPP,2022-02-21 07:46:45,"Zakończenie tygodnia przyniosło pogłębienie spadku na krajowym rynku. Zniżce poddawała się większość spółek przypisanych do portfela WIG20. W pojedynkę najmocniej obciążyły indeks akcje LPP, a sektorowo z racji dużego udziały w indeksie – banki. Słabą kondycje wykazują również akcje ALLEGRO. Kurs FW20 na wykresie dziennym ponownie narusza linię szyi tzw. formacji RGR, której zarys jest widoczny od grudnia’21. Notowania oddalają się od średniej 15-sesyjnej, na MACD i DMI jest wciąż aktywny sygnał sprzedaży...",1,
LPP,2022-02-07 13:25:17,"Grupa LPP, która w 2021 roku miała prawie 4 mld zł przychodów w krajach Europy Wschodniej, nie zmienia planów inwestycyjnych w związku z napięciem na linii Rosja-Ukraina. Nie widzi zmian zachowania klientów na tych rynkach, w styczniu sprzedaż LFL w Rosji i na Ukrainie rosła o kilkanaście proc. - poinformował PAP Biznes wiceprezes Przemysław Lutkiewicz.",2,
LPP,2022-02-07 13:19:13,"Grupa LPP chce w roku obrotowym 2022/23 zwiększyć powierzchnię handlową o 25-30 proc. CAPEX grupy wyniesie ok. 1,3 mld zł, w tym ok. 1 mld zł ma zostać przeznaczone na rozwój sieci salonów - poinformował PAP Biznes wiceprezes Przemysław Lutkiewicz. Sprzedaż online ma wzrosnąć w tym roku co najmniej 40 proc.",2,
LPP,2022-02-07 13:09:37,"Grupa LPP z optymizmem patrzy na ten rok, choć dostrzega ryzyka makroekonomiczne i geopolityczne. Celem jest dwucyfrowy wzrost przychodów - poinformował PAP Biznes Przemysław Lutkiewicz, wiceprezes LPP. Spółka spodziewa się jednak spadku marż handlowych i marży operacyjnej z powodu presji kosztowej.",3,
LPP,2022-02-01 13:09:43,"Jeśli przyjąć, że niska liczba spółek wypadających z portfela jest oznaką solidnej analizy i wiary we własne wybory, to zarządzający z Investors TFI należą do grona o tych cechach....",2,
LPP,2022-01-20 18:34:48,"Czwartkowa sesja na giełdzie w Warszawie przyniosła spadki głównych indeksów, a zdaniem analityków WIG20 jest blisko wsparć i o dalszym kierunku trendu zadecyduje zachowanie rynku podczas piątkowego handlu. Spośród największych pod względem kapitalizacji spółek mocno stracił Mercator, CCC i LPP, a pozytywnie wyróżniała się branża energetyczna.",1,
LPP,2022-01-19 13:32:24,"Panattoni dostarczy w 2022 r. aż 133 000 m kw. dla LPP – największej firmy odzieżowej w regionie CEE. Aż 69 000 m kw. zajmie obiekt w ramach Panattoni Park Rzeszów North, którego budowa zakończy się w trzecim kwartale br.",2,
LPP,2022-01-19 10:28:38,Grupa LPP chce uruchomić pod Rzeszowem nowy magazyn e-commerce o łącznej powierzchni 69 tys. m kw. - podała spółka w komunikacie prasowym. Budynek ma zostać oddany do użytku w trzecim kwartale tego roku.,3,
LPP,2022-01-18 11:04:36,Grudniowy bilans decyzji zarządzających funduszami Santander TFI wypada na korzyść podaży. Być może pod wpływem wstrzemięźliwości klientów w nabywaniu jednostek uczestnictwa funduszy...,2,
LPP,2022-01-10 18:04:09,"WIG20 nie wykorzystał szansy na zaliczenie 11. wzrostowej
sesji z rzędu, mimo że przez pół dnia handlu dawał na to nadzieję. LPP na otwarciu
ustanowiło nowy rekord notowań.",1,
LPP,2022-01-07 18:45:49,"Po spadku na początku piątkowych notowań o ponad 1 proc., WIG20 niemal w całości odrobił straty. Indeks spółek o najwyższej kapitalizacji zakończył na plusie kolejny, trzeci tydzień. W odniesieniu do poprzedniego piątku WIG20 zyskał 2,0 proc. i po raz pierwszy od połowy listopada znalazł się powyżej 2,3 tys. pkt. Na najwyższym w historii poziomie, 18,3 tys. zł zamknęły sesję akcje LPP, które w ciągu tygodnia poszły w górę ponad 6 proc.",3,
LPP,2022-01-07 18:31:10,"Po spadku na początku piątkowych notowań o ponad 1 proc., WIG20 niemal w całości odrobił straty. Indeks spółek o najwyższej kapitalizacji zakończył na plusie kolejny, trzeci tydzień. W odniesieniu do poprzedniego piątku WIG20 zyskał 2,0 proc. i po raz pierwszy od połowy listopada znalazł się powyżej 2,3 tys. pkt. Na najwyższym w historii poziomie, 18,3 tys. zł zamknęły sesję akcje LPP, które w ciągu tygodnia poszły w górę ponad 6 proc.",3,
LPP,2022-01-04 12:09:40,"Spółki handlujące odzieżą i obuwiem mogą mieć udany 2022 rok, choć wyzwaniem dla branży będzie inflacja kosztów i próba przeniesienia ich na konsumenta. Dobrze powinny sobie radzić marki z segmentu ""value for money"". Czynnikiem ryzyka nadal będzie pandemia - oceniają analitycy. Ich faworytem na ten rok jest grupa LPP.",3,
LPP,2022-01-03 12:24:55,"ID Logistics, jeden z wiodących europejskich operatorów logistyki kontraktowej, umacnia swoją pozycję na rynku usług logistycznych dedykowanych obsłudze branży e-commerce. W Rosji ID Logistics rozwija współpracę z LPP, jedną z największych polskich firm odzieżowych, zarządzając jej nowym magazynem e-commerce o powierzchni 40 tys. mkw.",3,
LPP,2021-12-20 10:41:35,"Analitycy DM BOŚ, w raporcie z 12 grudnia, podnieśli cenę docelową akcji LPP do 22.030 zł z 17.890 zł poprzednio, utrzymując rekomendację ""kupuj"".",3,
LPP,2021-12-16 08:31:50,"Środowa sesja przyniosła moce spadki na krajowym rynku. W obszarze spółek indeksu bazowego sektorowo najmocniej obciążyły indeks banki, spółki wydobywcze oraz paliwowe. Ale mocną zniżkę zaliczyły również pojedyncze spółki typu ALLEGRO, lekką korektę odnotował lider ostatnich wzrostów LPP...",1,
LPP,2021-12-10 18:09:19,"Przy przeważających na rynkach europejskich spadkach krajowe indeksy zdołały zakończyć piątkowe notowania minimalnie na plusie. Ponownie dwucyfrowym wzrostem i nowym rekordem notowań wyróżniło się LPP, które wraz z odbiciem spółek energetycznych powstrzymywało WIG20 przed spadkami.",3,
LPP,2021-12-10 17:59:19,"Koniec tygodnia nie przyniósł większych zmian na parkiecie w Warszawie. Lokomotywą, która pędzi swoim torem, kolejny raz  jest odzieżowy LPP.",3,
LPP,2021-12-10 09:00:07,"Czwartkowe notowania na krajowym rynku akcji ponownie zaakcentowały lekką przewagę spółek spadkowych, aczkolwiek nietypowo wygląda mocne rozwarstwienie na głównych indeksach. WIG20 obsunął się ledwie o 0,3%, ale wpływ na to miała silna, dwucyfrowa zwyżka cen akcji LPP, która samodzielnie skompensowała wpływ strony spadkowej o kilkanaście punktów...",1,
LPP,2021-12-10 08:33:43,"Na krajowym rynku akcji utrzymuje się słabszy sentyment. W odniesieniu do indeksu bazowego utrzymywała się przewaga spółek spadkowych, a przed mocniejszym obsunięciem indeksu ochroniła dwucyfrowa zwyżka cen akcji LPP, która skompensowała wpływ spadkowych spółek o kilkanaście punktów. Na wykresie dziennym FW20 pojawiła się szpulka z wydłużonym dolnym cieniem, zbliżona kształtem do wisielca...",1,
LPP,2021-12-09 18:07:43,"Mimo zielonego koloru na
otwarciu sesji reszta dnia upłynęła na słabnącym popycie wobec niezdecydowania
rynków bazowych. Ostatecznie to czerwony początek sesji w USA „przekonał”
europejskie parkiety do podaży akcji.",1,
LPP,2021-12-09 18:00:16,"Mimo pozytywnego otwarcia krajowe indeksy zakończyły czwartkową sesję umiarkowanymi spadkami, wśród których negatywnie wyróżnił się segment średnich firm. W indeksie blue chipów wyraźnie traciła większość spółek, ale rynek przed mocniejszą przeceną powstrzymywało kontynuujące odbicie Allegro i 15-proc. wzrost LPP, które po wynikach dotarło do nowego maksimum.",1,
LPP,2021-12-09 15:07:24,"Opublikowane przez LPP wyniki za III kwartał wywołały silną
popytową reakcję na akcjach spółki. Nic w tym dziwnego, skoro pokazane dane zaskoczyły
wszystkich analityków. Co ciekawe podobne zaskoczenie na poziomie zysku netto sprawiła
inna spółka z branży.",3,
LPP,2021-12-09 13:30:06,"Grupa LPP chce w kolejnych latach utrzymywać marżę operacyjną na poziomie kilkunastu procent, w zależności od roku może to być 12-14 proc. - poinformował wiceprezes Przemysław Lutkiewicz.",2,
LPP,2021-12-09 13:00:23,"Grupa LPP chce w kolejnych latach utrzymywać marżę operacyjną na poziomie kilkunastu procent, w zależności od roku może to być 12-14 proc. - poinformował wiceprezes Przemysław Lutkiewicz.",2,
LPP,2021-12-09 12:00:11,"W zeszłym kwartale finansowym Grupa LPP osiągnęła wzrost wpływów o 60 proc. i 627,6 mln zł zysku netto. Przychody z e-commerce podwoiły się, a sprzedaż marki Sinsay zwiększyła się ponad dwukrotnie i zbliżyła do wyniku Reserved.",3,
LPP,2021-12-09 11:24:44,"LPP ocenia, że listopad był dobry pod względem sprzedaży. Udany, szczególnie za granicą, był okres promocji związanych z Black Week - poinformował wiceprezes Przemysław Lutkiewicz. Spółka spodziewa się, że zakłócenia w łańcuchu dostaw mogą potrwać jeszcze kilka miesięcy.",3,
LPP,2021-12-09 10:52:43,"W trzecim kwartale roku obrotowego 2021/22 przychody polskiego producenta odzieży wzrosły o 60 proc. r/r osiągając wartość prawie 4 mld zł.
	Miniony kwartał przyniósł LPP podwojenie...",3,
LPP,2021-12-09 10:20:59,"LPP ocenia, że IV kwartał zaczął się dobrze pod względem sprzedaży - poinformował wiceprezes Przemysław Lutkiewicz.",3,
LPP,2021-12-09 10:02:27,"Grupa LPP opublikowała wyniki sprzedaży i zaprezentowała plany na przyszły rok. Właściciel kilku znanych sieci odzieżowych pozytywnie zaskoczył inwestorów, którzy od samego rana rzucili się do kupowania akcji spółki. Już po kwadransie notowania rosły kilkanaście procent, podbijając wartość biznesu gdańskiej grupy o prawie 4 mld zł.",3,
LPP,2021-12-09 07:40:55,"Grupa LPP miała w trzecim kwartale roku obrotowego 2021/22 817,3 mln zł zysku operacyjnego oraz 627,6 mln zł zysku netto jednostki dominującej - poinformowała spółka w raporcie. Rok wcześniej grupa LPP miała 301,2 mln zł zysku operacyjnego i 246,9 mln zł zysku netto jednostki dominującej.",3,
